,Ticker,Name,Exchange,output
3273,ASUR,Asure Software Inc,NASDAQ,Asure Software Inc (ASUR)
3274,ASYS,Amtech Systems,NASDAQ,Amtech Systems (ASYS)
3275,ATAI,Ata Inc.,NASDAQ,Ata Inc. (ATAI)
3276,ATAX,America First Tax Exempt L.P.,NASDAQ,America First Tax Exempt L.P. (ATAX)
3277,ATEA,Astea International,NASDAQ,Astea International (ATEA)
3278,ATEC,Alphatec Holdings,NASDAQ,Alphatec Holdings (ATEC)
3279,ATHN,Athenahealth,NASDAQ,Athenahealth (ATHN)
3280,ATHX,Athersys,NASDAQ,Athersys (ATHX)
3281,ATLC,Atlanticus Holdings Corp.,NASDAQ,Atlanticus Holdings Corp. (ATLC)
3282,ATLO,Ames National Corp.,NASDAQ,Ames National Corp. (ATLO)
3283,ATMI,Atmi Inc.,NASDAQ,Atmi Inc. (ATMI)
3284,ATML,Atmel Corp.,NASDAQ,Atmel Corp. (ATML)
3285,ATNI,Atlantic Tele-Network,NASDAQ,Atlantic Tele-Network (ATNI)
3286,ATNY,Api Technologies,NASDAQ,Api Technologies (ATNY)
3287,ATOS,Atossa Genetics Inc.,NASDAQ,Atossa Genetics Inc. (ATOS)
3288,ATRC,Atricure,NASDAQ,Atricure (ATRC)
3289,ATRI,Atrion Corp.,NASDAQ,Atrion Corp. (ATRI)
3290,ATRM,Aetrium Inc.,NASDAQ,Aetrium Inc. (ATRM)
3291,ATRO,Astronics Corp.,NASDAQ,Astronics Corp. (ATRO)
3292,ATRS,Antares Pharma,NASDAQ,Antares Pharma (ATRS)
3293,ATSG,Air Transport Services Group Inc,NASDAQ,Air Transport Services Group Inc (ATSG)
3294,ATTU,Attunity Ltd,NASDAQ,Attunity Ltd (ATTU)
3295,ATVI,Activision Blizzard Inc,NASDAQ,Activision Blizzard Inc (ATVI)
3296,ATX,Cross [A.T.] Company,NASDAQ,Cross [A.T.] Company (ATX)
3297,AUBN,Auburn National Bancorporation,NASDAQ,Auburn National Bancorporation (AUBN)
3298,AUDC,Audiocodes Ltd,NASDAQ,Audiocodes Ltd (AUDC)
3299,AUXL,Auxilium Pharmaceuticals,NASDAQ,Auxilium Pharmaceuticals (AUXL)
3300,AVAV,Aerovironment,NASDAQ,Aerovironment (AVAV)
3301,AVEO,Aveo Pharmaceuticals,NASDAQ,Aveo Pharmaceuticals (AVEO)
3302,AVGO,Avago Technologies,NASDAQ,Avago Technologies (AVGO)
3303,AVHI,Av Homes Inc,NASDAQ,Av Homes Inc (AVHI)
3304,AVID,Avid Technology,NASDAQ,Avid Technology (AVID)
3305,AVNR,Avanir Pharmaceuticals Inc,NASDAQ,Avanir Pharmaceuticals Inc (AVNR)
3306,AVNW,Aviat Networks,NASDAQ,Aviat Networks (AVNW)
3307,AWAY,Homeaway Inc.,NASDAQ,Homeaway Inc. (AWAY)
3308,AWRE,Aware,NASDAQ,Aware (AWRE)
3309,AXAS,Abraxas Petroleum Corp.,NASDAQ,Abraxas Petroleum Corp. (AXAS)
3310,AXDX,Accelerate Diagnostics Inc.,NASDAQ,Accelerate Diagnostics Inc. (AXDX)
3311,AXFN,ACWI Ex-US Financials MSCI Ishares,NASDAQ,ACWI Ex-US Financials MSCI Ishares (AXFN)
3312,AXGN,Lectec Corp,NASDAQ,Lectec Corp (AXGN)
3313,AXJS,AC Asia Ex Japan Smallcap MSCI Ishares,NASDAQ,AC Asia Ex Japan Smallcap MSCI Ishares (AXJS)
3314,AXTI,Axt Inc,NASDAQ,Axt Inc (AXTI)
3315,AZPN,Aspen Technology,NASDAQ,Aspen Technology (AZPN)
3316,BABY,Natus Medical Inc.,NASDAQ,Natus Medical Inc. (BABY)
3317,BAGL,Einstein Noah Restaurant Group,NASDAQ,Einstein Noah Restaurant Group (BAGL)
3318,BAGR,Diversified Restaurant Holdings Inc.,NASDAQ,Diversified Restaurant Holdings Inc. (BAGR)
3319,BAMM,Books-A-Million,NASDAQ,Books-A-Million (BAMM)
3320,BANC,First Pactrust Bancorp,NASDAQ,First Pactrust Bancorp (BANC)
3321,BANCL,First Pactrust Bancorp Inc.,NASDAQ,First Pactrust Bancorp Inc. (BANCL)
3322,BANCP,First Pactrust Bancorp Inc.,NASDAQ,First Pactrust Bancorp Inc. (BANCP)
3323,BANF,Bancfirst Corp.,NASDAQ,Bancfirst Corp. (BANF)
3324,BANFP,Bancfirst Corp.,NASDAQ,Bancfirst Corp. (BANFP)
3325,BANR,Banner Corp.,NASDAQ,Banner Corp. (BANR)
3326,BASI,Bioanalytical Systems,NASDAQ,Bioanalytical Systems (BASI)
3327,BAXS,Baxano Surgical Inc.,NASDAQ,Baxano Surgical Inc. (BAXS)
3328,BBBY,Bed Bath & Beyond Inc.,NASDAQ,Bed Bath & Beyond Inc. (BBBY)
3329,BBCN,Bbcn Bancorp Inc,NASDAQ,Bbcn Bancorp Inc (BBCN)
3330,BBEP,Breitburn Energy Partners L.P.,NASDAQ,Breitburn Energy Partners L.P. (BBEP)
3331,BBGI,Beasley Broadcast Group,NASDAQ,Beasley Broadcast Group (BBGI)
3332,BBNK,Bridge Capital Holdings,NASDAQ,Bridge Capital Holdings (BBNK)
3333,BBOX,Black Box Corp.,NASDAQ,Black Box Corp. (BBOX)
3334,BBRG,Bravo Brio Restaurant Group,NASDAQ,Bravo Brio Restaurant Group (BBRG)
3335,BBRY,Blackberry Limited,NASDAQ,Blackberry Limited (BBRY)
3336,BBSI,Barrett Business Services,NASDAQ,Barrett Business Services (BBSI)
3337,BCBP,Bcb Bancorp Inc. [Nj],NASDAQ,Bcb Bancorp Inc. [Nj] (BCBP)
3338,BCOM,B Communications Ltd,NASDAQ,B Communications Ltd (BCOM)
3339,BCOR,Blucora Inc.,NASDAQ,Blucora Inc. (BCOR)
3340,BCOV,Brightcove Inc.,NASDAQ,Brightcove Inc. (BCOV)
3341,BCPC,Balchem Corp.,NASDAQ,Balchem Corp. (BCPC)
3342,BCRX,Biocryst Pharmaceuticals,NASDAQ,Biocryst Pharmaceuticals (BCRX)
3343,BCSB,Bcsb Bancorp,NASDAQ,Bcsb Bancorp (BCSB)
3344,BDBD,Boulder Brands Inc,NASDAQ,Boulder Brands Inc (BDBD)
3345,BDE,Black Diamond,NASDAQ,Black Diamond (BDE)
3346,BDGE,Bridge Bancorp,NASDAQ,Bridge Bancorp (BDGE)
3347,BDMS,Birner Dental Management Services,NASDAQ,Birner Dental Management Services (BDMS)
3348,BDSI,Biodelivery Sciences International,NASDAQ,Biodelivery Sciences International (BDSI)
3349,BEAT,Cardionet,NASDAQ,Cardionet (BEAT)
3350,BEAV,Be Aerospace,NASDAQ,Be Aerospace (BEAV)
3351,BEBE,Bebe Stores,NASDAQ,Bebe Stores (BEBE)
3352,BECN,Beacon Roofing Supply,NASDAQ,Beacon Roofing Supply (BECN)
3353,BELFA,Bel Fuse Inc.,NASDAQ,Bel Fuse Inc. (BELFA)
3354,BELFB,Bel Fuse Inc.,NASDAQ,Bel Fuse Inc. (BELFB)
3355,BERK,Berkshire Bancorp,NASDAQ,Berkshire Bancorp (BERK)
3356,BFIN,Bankfinancial Corp.,NASDAQ,Bankfinancial Corp. (BFIN)
3357,BGCP,Bgc Partners,NASDAQ,Bgc Partners (BGCP)
3358,BGFV,Big 5 Sporting Goods Corp.,NASDAQ,Big 5 Sporting Goods Corp. (BGFV)
3359,BGMD,Bg Medicine,NASDAQ,Bg Medicine (BGMD)
3360,BGSC,Bgs Acquisition Corp.,NASDAQ,Bgs Acquisition Corp. (BGSC)
3361,BGSCU,Bgs Acquisition Corp.,NASDAQ,Bgs Acquisition Corp. (BGSCU)
3362,BGSCW,Bgs Acquisition Corp.,NASDAQ,Bgs Acquisition Corp. (BGSCW)
3363,BIB,Ultra Nasdaq Biotechnology Proshares,NASDAQ,Ultra Nasdaq Biotechnology Proshares (BIB)
3364,BICK,BICK Index First Trust,NASDAQ,BICK Index First Trust (BICK)
3365,BIDU,Baidu,NASDAQ,Baidu (BIDU)
3366,BIIB,Biogen Idec Inc,NASDAQ,Biogen Idec Inc (BIIB)
3367,BIOD,Biodel Inc.,NASDAQ,Biodel Inc. (BIOD)
3368,BIOF,Biofuel Energy,NASDAQ,Biofuel Energy (BIOF)
3369,BIOL,Biolase Technology,NASDAQ,Biolase Technology (BIOL)
3370,BIOS,Bioscrip,NASDAQ,Bioscrip (BIOS)
3371,BIRT,Actuate Corp.,NASDAQ,Actuate Corp. (BIRT)
3372,BIS,Ultrashort Nasdaq Biotech Proshares,NASDAQ,Ultrashort Nasdaq Biotech Proshares (BIS)
3373,BJRI,Bj's Restaurants,NASDAQ,Bj's Restaurants (BJRI)
3374,BKCC,Blackrock Kelso Capital Corp.,NASDAQ,Blackrock Kelso Capital Corp. (BKCC)
3375,BKEP,Blueknight Energy,NASDAQ,Blueknight Energy (BKEP)
3376,BKEPP,Blueknight Energy Partners L.P.,NASDAQ,Blueknight Energy Partners L.P. (BKEPP)
3377,BKMU,Bank Mutual Corp.,NASDAQ,Bank Mutual Corp. (BKMU)
3378,BKSC,Bank Of South Carolina,NASDAQ,Bank Of South Carolina (BKSC)
3379,BKYF,The Bank Of Kentucky Financial,NASDAQ,The Bank Of Kentucky Financial (BKYF)
3380,BLDP,Ballard Power Systems,NASDAQ,Ballard Power Systems (BLDP)
3381,BLDR,Builders Firstsource,NASDAQ,Builders Firstsource (BLDR)
3382,BLIN,Bridgeline Digital,NASDAQ,Bridgeline Digital (BLIN)
3383,BLKB,Blackbaud,NASDAQ,Blackbaud (BLKB)
3384,BLMN,Bloomin' Brands Inc.,NASDAQ,Bloomin' Brands Inc. (BLMN)
3385,BLMT,Bsb Bancorp Inc.,NASDAQ,Bsb Bancorp Inc. (BLMT)
3386,BLRX,Biolinerx Ltd.,NASDAQ,Biolinerx Ltd. (BLRX)
3387,BLUE,Bluebird Bio Inc.,NASDAQ,Bluebird Bio Inc. (BLUE)
3388,BMC,Bmc Software,NASDAQ,Bmc Software (BMC)
3389,BMRC,Bank Of Marin Bancorp,NASDAQ,Bank Of Marin Bancorp (BMRC)
3390,BMRN,Biomarin Pharmaceutical Inc.,NASDAQ,Biomarin Pharmaceutical Inc. (BMRN)
3391,BMTC,Bryn Mawr Bank Corp.,NASDAQ,Bryn Mawr Bank Corp. (BMTC)
3392,BNCL,Beneficial Mutual Bancorp,NASDAQ,Beneficial Mutual Bancorp (BNCL)
3393,BNCN,Bnc Bancorp,NASDAQ,Bnc Bancorp (BNCN)
3394,BNDX,Vanguard Total International Bo,NASDAQ,Vanguard Total International Bo (BNDX)
3395,BNSO,Bonso Electronics International,NASDAQ,Bonso Electronics International (BNSO)
3396,BOBE,Bob Evans Farms,NASDAQ,Bob Evans Farms (BOBE)
3397,BOCH,Bank Of Commerce Holdings [Ca],NASDAQ,Bank Of Commerce Holdings [Ca] (BOCH)
3398,BODY,Body Central,NASDAQ,Body Central (BODY)
3399,BOFI,Bofi Holding,NASDAQ,Bofi Holding (BOFI)
3400,BOKF,Bok Financial Corp.,NASDAQ,Bok Financial Corp. (BOKF)
3401,BOLT,Bolt Technology Corp.,NASDAQ,Bolt Technology Corp. (BOLT)
3402,BONA,Bona Film Group Limited,NASDAQ,Bona Film Group Limited (BONA)
3403,BONT,The Bon-Ton Stores,NASDAQ,The Bon-Ton Stores (BONT)
3404,BOOM,Dynamic Materials Corp.,NASDAQ,Dynamic Materials Corp. (BOOM)
3405,BOSC,B.O.S. Better Online Solutions,NASDAQ,B.O.S. Better Online Solutions (BOSC)
3406,BOTA,Biota Pharmaceuticals Inc.,NASDAQ,Biota Pharmaceuticals Inc. (BOTA)
3407,BOTJ,Bank Of The Jame Fnl,NASDAQ,Bank Of The Jame Fnl (BOTJ)
3408,BPFH,Boston Private Financial Holdings,NASDAQ,Boston Private Financial Holdings (BPFH)
3409,BPFHP,Boston Private Financial Holdings Inc.,NASDAQ,Boston Private Financial Holdings Inc. (BPFHP)
3410,BPFHW,Boston Private Financial Holdings,NASDAQ,Boston Private Financial Holdings (BPFHW)
3411,BPHX,Bluephoenix Solutions,NASDAQ,Bluephoenix Solutions (BPHX)
3412,BPOP,Popular,NASDAQ,Popular (BPOP)
3413,BPOPM,Popular,NASDAQ,Popular (BPOPM)
3414,BPOPN,Popular,NASDAQ,Popular (BPOPN)
3415,BRCD,Brocade Communications Systems,NASDAQ,Brocade Communications Systems (BRCD)
3416,BRCM,Broadcom Corp.,NASDAQ,Broadcom Corp. (BRCM)
3417,BREW,Craft Brewers Alliance Inc,NASDAQ,Craft Brewers Alliance Inc (BREW)
3418,BRID,Bridgford Foods Corp.,NASDAQ,Bridgford Foods Corp. (BRID)
3419,BRKL,Brookline Bancorp,NASDAQ,Brookline Bancorp (BRKL)
3420,BRKR,Bruker Corp.,NASDAQ,Bruker Corp. (BRKR)
3421,BRKS,Brooks Automation,NASDAQ,Brooks Automation (BRKS)
3422,BRLI,Bio-Reference Laboratories,NASDAQ,Bio-Reference Laboratories (BRLI)
3423,BSDM,Bsd Medical Corp.,NASDAQ,Bsd Medical Corp. (BSDM)
3424,BSET,Bassett Furniture Industries Inc.,NASDAQ,Bassett Furniture Industries Inc. (BSET)
3425,BSFT,Broadsoft,NASDAQ,Broadsoft (BSFT)
3426,BSPM,Biostar Pharmaceuticals,NASDAQ,Biostar Pharmaceuticals (BSPM)
3427,BSQR,Bsquare Corp.,NASDAQ,Bsquare Corp. (BSQR)
3428,BSRR,Sierra Bancorp,NASDAQ,Sierra Bancorp (BSRR)
3429,BSTC,Biospecifics Technologies Corp,NASDAQ,Biospecifics Technologies Corp (BSTC)
3430,BTUI,Btu International,NASDAQ,Btu International (BTUI)
3431,BUR,Burcon Nutrascience,NASDAQ,Burcon Nutrascience (BUR)
3432,BUSE,First Busey Corp.,NASDAQ,First Busey Corp. (BUSE)
3433,BV,Bazaarvoice Inc.,NASDAQ,Bazaarvoice Inc. (BV)
3434,BVA,Cordia Bancorp Inc.,NASDAQ,Cordia Bancorp Inc. (BVA)
3435,BVSN,Broadvision,NASDAQ,Broadvision (BVSN)
3436,BWEN,Broadwind Energy,NASDAQ,Broadwind Energy (BWEN)
3437,BWINA,Baldwin & Lyons,NASDAQ,Baldwin & Lyons (BWINA)
3438,BWINB,Baldwin & Lyons,NASDAQ,Baldwin & Lyons (BWINB)
3439,BWLD,Buffalo Wild Wings,NASDAQ,Buffalo Wild Wings (BWLD)
3440,BYFC,Broadway Financial Corp.,NASDAQ,Broadway Financial Corp. (BYFC)
3441,CA,CA Inc.,NASDAQ,CA Inc. (CA)
3442,CAAS,China Automotive Systems,NASDAQ,China Automotive Systems (CAAS)
3443,CAC,Camden National Corp.,NASDAQ,Camden National Corp. (CAC)
3444,CACB,Cascade Bancorp,NASDAQ,Cascade Bancorp (CACB)
3445,CACC,Credit Acceptance Corp.,NASDAQ,Credit Acceptance Corp. (CACC)
3446,CACGU,Chart Acquisition Corp.,NASDAQ,Chart Acquisition Corp. (CACGU)
3447,CACGW,Chart Acquisition Corp.,NASDAQ,Chart Acquisition Corp. (CACGW)
3448,CACH,Cache,NASDAQ,Cache (CACH)
3449,CADC,China Advanced Construction,NASDAQ,China Advanced Construction (CADC)
3450,CADX,Cadence Pharmaceuticals,NASDAQ,Cadence Pharmaceuticals (CADX)
3451,CAFI,Camco Financial Corp.,NASDAQ,Camco Financial Corp. (CAFI)
3452,CAKE,The Cheesecake Factory Inc.,NASDAQ,The Cheesecake Factory Inc. (CAKE)
3453,CALD,Callidus Software,NASDAQ,Callidus Software (CALD)
3454,CALI,China Auto Logistics Inc.,NASDAQ,China Auto Logistics Inc. (CALI)
3455,CALL,Vocaltec Communications Ltd,NASDAQ,Vocaltec Communications Ltd (CALL)
3456,CALM,Cal-Maine Foods,NASDAQ,Cal-Maine Foods (CALM)
3457,CAMP,Calamp,NASDAQ,Calamp (CAMP)
3458,CAMT,Camtek Ltd,NASDAQ,Camtek Ltd (CAMT)
3459,CAR,Avis Budget Group,NASDAQ,Avis Budget Group (CAR)
3460,CARB,Carbonite Inc.,NASDAQ,Carbonite Inc. (CARB)
3461,CART,Carolina Trust Bank,NASDAQ,Carolina Trust Bank (CART)
3462,CARV,Carver Bancorp,NASDAQ,Carver Bancorp (CARV)
3463,CARZ,Nasdaq Global Auto Index First Trust,NASDAQ,Nasdaq Global Auto Index First Trust (CARZ)
3464,CASH,Meta Financial Group,NASDAQ,Meta Financial Group (CASH)
3465,CASM,Cas Medical Systems,NASDAQ,Cas Medical Systems (CASM)
3466,CASS,Cass Information Systems Inc,NASDAQ,Cass Information Systems Inc (CASS)
3467,CASY,Caseys General Stores,NASDAQ,Caseys General Stores (CASY)
3468,CATM,Cardtronics,NASDAQ,Cardtronics (CATM)
3469,CATY,Cathay General Bancorp,NASDAQ,Cathay General Bancorp (CATY)
3470,CAVM,Cavium Inc,NASDAQ,Cavium Inc (CAVM)
3471,CBAK,China Bak Battery,NASDAQ,China Bak Battery (CBAK)
3472,CBAN,Colony Bankcorp,NASDAQ,Colony Bankcorp (CBAN)
3473,CBEY,Cbeyond,NASDAQ,Cbeyond (CBEY)
3474,CBF,Capital Bank Financial Corp.,NASDAQ,Capital Bank Financial Corp. (CBF)
3475,CBIN,Community Bank Shares Of Indiana,NASDAQ,Community Bank Shares Of Indiana (CBIN)
3476,CBLI,Cleveland Biolabs,NASDAQ,Cleveland Biolabs (CBLI)
3477,CBMX,Combimatrix Corp.,NASDAQ,Combimatrix Corp. (CBMX)
3478,CBMXW,Combimatrix Corp.,NASDAQ,Combimatrix Corp. (CBMXW)
3479,CBNJ,Cape Bancorp,NASDAQ,Cape Bancorp (CBNJ)
3480,CBNK,Chicopee Bancorp,NASDAQ,Chicopee Bancorp (CBNK)
3481,CBOE,CBOE Holdings,NASDAQ,CBOE Holdings (CBOE)
3482,CBPO,China Biologic Products,NASDAQ,China Biologic Products (CBPO)
3483,CBRL,Cracker Barrel Old Country Store,NASDAQ,Cracker Barrel Old Country Store (CBRL)
3484,CBRX,Columbia Laboratories,NASDAQ,Columbia Laboratories (CBRX)
3485,CBSH,Commerce Bancshares,NASDAQ,Commerce Bancshares (CBSH)
3486,CBST,Cubist Pharmaceuticals,NASDAQ,Cubist Pharmaceuticals (CBST)
3487,CCBG,Capital City Bank Group,NASDAQ,Capital City Bank Group (CCBG)
3488,CCCL,China Ceramics Co.,NASDAQ,China Ceramics Co. (CCCL)
3489,CCCR,China Commercial Credit Inc.,NASDAQ,China Commercial Credit Inc. (CCCR)
3490,CCIH,Chinacache International,NASDAQ,Chinacache International (CCIH)
3491,CCIX,Coleman Cable,NASDAQ,Coleman Cable (CCIX)
3492,CCMP,Cabot Microelectronics Corp.,NASDAQ,Cabot Microelectronics Corp. (CCMP)
3493,CCNE,Cnb Financial Corp.,NASDAQ,Cnb Financial Corp. (CCNE)
3494,CCOI,Cogent Communications Group,NASDAQ,Cogent Communications Group (CCOI)
3495,CCRN,Cross Country Healthcare,NASDAQ,Cross Country Healthcare (CCRN)
3496,CCUR,Concurrent Computer Corp.,NASDAQ,Concurrent Computer Corp. (CCUR)
3497,CCXI,Chemocentryx Inc.,NASDAQ,Chemocentryx Inc. (CCXI)
3498,CDNS,Cadence Design Systems,NASDAQ,Cadence Design Systems (CDNS)
3499,CDTI,Clean Diesel Technologies,NASDAQ,Clean Diesel Technologies (CDTI)
3500,CDW,Cdw Corporation,NASDAQ,Cdw Corporation (CDW)
3501,CDXS,Codexis,NASDAQ,Codexis (CDXS)
3502,CDZI,Cadiz,NASDAQ,Cadiz (CDZI)
3503,CECE,Ceco Environmental,NASDAQ,Ceco Environmental (CECE)
3504,CECO,Career Education Corp.,NASDAQ,Career Education Corp. (CECO)
3505,CEDU,Chinaedu Corp.,NASDAQ,Chinaedu Corp. (CEDU)
3506,CELG,Celgene Corp.,NASDAQ,Celgene Corp. (CELG)
3507,CELGZ,Celgene Corp.,NASDAQ,Celgene Corp. (CELGZ)
3508,CEMI,Chembio Diagnostics,NASDAQ,Chembio Diagnostics (CEMI)
3509,CEMP,Cempra Inc.,NASDAQ,Cempra Inc. (CEMP)
3510,CENT,Central Garden & Pet Company,NASDAQ,Central Garden & Pet Company (CENT)
3511,CENTA,Central Garden & Pet Company,NASDAQ,Central Garden & Pet Company (CENTA)
3512,CENX,Century Aluminum Company,NASDAQ,Century Aluminum Company (CENX)
3513,CERE,Ceres Inc.,NASDAQ,Ceres Inc. (CERE)
3514,CERN,Cerner Corp.,NASDAQ,Cerner Corp. (CERN)
3515,CERS,Cerus Corp.,NASDAQ,Cerus Corp. (CERS)
3516,CETV,Central European Media Enterprises,NASDAQ,Central European Media Enterprises (CETV)
3517,CEVA,Ceva,NASDAQ,Ceva (CEVA)
3518,CFBK,Central Federal Corp.,NASDAQ,Central Federal Corp. (CFBK)
3519,CFFI,C&F Financial Corp.,NASDAQ,C&F Financial Corp. (CFFI)
3520,CFFN,Capitol Federal Financial,NASDAQ,Capitol Federal Financial (CFFN)
3521,CFNB,California First National Bancorp,NASDAQ,California First National Bancorp (CFNB)
3522,CFNL,Cardinal Financial Corp.,NASDAQ,Cardinal Financial Corp. (CFNL)
3523,CG,The Carlyle Group L.P.,NASDAQ,The Carlyle Group L.P. (CG)
3524,CGEN,Compugen Ltd,NASDAQ,Compugen Ltd (CGEN)
3525,CGIX,Cancer Genetics Inc,NASDAQ,Cancer Genetics Inc (CGIX)
3526,CGNX,Cognex Corp.,NASDAQ,Cognex Corp. (CGNX)
3527,CGO,Calamos Global Total Return Fund,NASDAQ,Calamos Global Total Return Fund (CGO)
3528,CHCI,Comstock Homebuilding Companies,NASDAQ,Comstock Homebuilding Companies (CHCI)
3529,CHCO,City Holding Company,NASDAQ,City Holding Company (CHCO)
3530,CHDN,Churchill Downs Inc.,NASDAQ,Churchill Downs Inc. (CHDN)
3531,CHDX,Chindex International,NASDAQ,Chindex International (CHDX)
3532,CHEF,The Chefs' Warehouse Inc.,NASDAQ,The Chefs' Warehouse Inc. (CHEF)
3533,CHEV,Cheviot Financial Corp,NASDAQ,Cheviot Financial Corp (CHEV)
3534,CHFC,Chemical Financial Corp.,NASDAQ,Chemical Financial Corp. (CHFC)
3535,CHFN,Charter Financial,NASDAQ,Charter Financial (CHFN)
3536,CHI,Calamos Convertible Opportunities,NASDAQ,Calamos Convertible Opportunities (CHI)
3537,CHKE,Cherokee Inc.,NASDAQ,Cherokee Inc. (CHKE)
3538,CHKP,Check Point Software Technologies Ltd,NASDAQ,Check Point Software Technologies Ltd (CHKP)
3539,CHLN,China Housing & Land Development,NASDAQ,China Housing & Land Development (CHLN)
3540,CHMG,Chemung Financial Corp,NASDAQ,Chemung Financial Corp (CHMG)
3541,CHNR,China Natural Resources,NASDAQ,China Natural Resources (CHNR)
3542,CHOP,China Gerui Advanced Materials,NASDAQ,China Gerui Advanced Materials (CHOP)
3543,CHRM,Charm Communications Inc.,NASDAQ,Charm Communications Inc. (CHRM)
3544,CHRW,C.H. Robinson Worldwide,NASDAQ,C.H. Robinson Worldwide (CHRW)
3545,CHSCP,Chs Inc,NASDAQ,Chs Inc (CHSCP)
3546,CHTP,Chelsea Therapeutics International,NASDAQ,Chelsea Therapeutics International (CHTP)
3547,CHTR,Charter Communications,NASDAQ,Charter Communications (CHTR)
3548,CHUY,Chuy's Holding Inc,NASDAQ,Chuy's Holding Inc (CHUY)
3549,CHW,Calamos Global Dynamic,NASDAQ,Calamos Global Dynamic (CHW)
3550,CHXF,Wisdomtree China Dividend Ex-Fi,NASDAQ,Wisdomtree China Dividend Ex-Fi (CHXF)
3551,CHY,Calamos Convertible And High,NASDAQ,Calamos Convertible And High (CHY)
3552,CHYR,Chyron Corp.,NASDAQ,Chyron Corp. (CHYR)
3553,CIDM,Cinedigm Digital Cinema Corp,NASDAQ,Cinedigm Digital Cinema Corp (CIDM)
3554,CIEN,Ciena Corp.,NASDAQ,Ciena Corp. (CIEN)
3555,CIFC,Cifc Corp.,NASDAQ,Cifc Corp. (CIFC)
3556,CIMT,Cimatron Limited,NASDAQ,Cimatron Limited (CIMT)
3557,CINF,Cincinnati Financial Corp.,NASDAQ,Cincinnati Financial Corp. (CINF)
3558,CISAA,Cis Acquisition Ltd.,NASDAQ,Cis Acquisition Ltd. (CISAA)
3559,CISAU,Cis Acquisition Ltd.,NASDAQ,Cis Acquisition Ltd. (CISAU)
3560,CISAW,Cis Acquisition Ltd.,NASDAQ,Cis Acquisition Ltd. (CISAW)
3561,CISG,Cninsure Inc.,NASDAQ,Cninsure Inc. (CISG)
3562,CITZ,Cfs Bancorp,NASDAQ,Cfs Bancorp (CITZ)
3563,CIZN,Citizens Holding Company,NASDAQ,Citizens Holding Company (CIZN)
3564,CJJD,China Jo-Jo Drugstores,NASDAQ,China Jo-Jo Drugstores (CJJD)
3565,CKEC,Carmike Cinemas,NASDAQ,Carmike Cinemas (CKEC)
3566,CKSW,Clicksoftware Technologies Ltd,NASDAQ,Clicksoftware Technologies Ltd (CKSW)
3567,CLAC,Capitol Acquisition Corp. II,NASDAQ,Capitol Acquisition Corp. II (CLAC)
3568,CLACU,Capitol Acquisition Corp. II,NASDAQ,Capitol Acquisition Corp. II (CLACU)
3569,CLACW,Capitol Acquisition Corp. II,NASDAQ,Capitol Acquisition Corp. II (CLACW)
3570,CLBH,Carolina Bank Holdings Inc.,NASDAQ,Carolina Bank Holdings Inc. (CLBH)
3571,CLCT,Collectors Universe,NASDAQ,Collectors Universe (CLCT)
3572,CLDX,Celldex Therapeutics Inc,NASDAQ,Celldex Therapeutics Inc (CLDX)
3573,CLFD,Clearfield,NASDAQ,Clearfield (CLFD)
3574,CLIR,Clearsign Combustion Corporatio,NASDAQ,Clearsign Combustion Corporatio (CLIR)
3575,CLMS,Calamos Asset Management,NASDAQ,Calamos Asset Management (CLMS)
3576,CLMT,Calumet Specialty Products,NASDAQ,Calumet Specialty Products (CLMT)
3577,CLNE,Clean Energy Fuels,NASDAQ,Clean Energy Fuels (CLNE)
3578,CLNT,Cleantech Solutions International Inc,NASDAQ,Cleantech Solutions International Inc (CLNT)
3579,CLRO,Clearone Communications Inc.,NASDAQ,Clearone Communications Inc. (CLRO)
3580,CLRX,Tegal Corp.,NASDAQ,Tegal Corp. (CLRX)
3581,CLSN,Celsion Corp.,NASDAQ,Celsion Corp. (CLSN)
3582,CLUB,Town Sports International Holdings,NASDAQ,Town Sports International Holdings (CLUB)
3583,CLVS,Clovis Oncology Inc.,NASDAQ,Clovis Oncology Inc. (CLVS)
3584,CLWT,Euro Tech Holdings Company,NASDAQ,Euro Tech Holdings Company (CLWT)
3585,CMCO,Columbus Mckinnon Corp.,NASDAQ,Columbus Mckinnon Corp. (CMCO)
3586,CMCSA,Comcast Corp.,NASDAQ,Comcast Corp. (CMCSA)
3587,CMCSK,Comcast Corp.,NASDAQ,Comcast Corp. (CMCSK)
3588,CME,Cme Group Inc.,NASDAQ,Cme Group Inc. (CME)
3589,CMGE,China Mobile Games And Entertai,NASDAQ,China Mobile Games And Entertai (CMGE)
3590,CMLS,Cumulus Media Inc.,NASDAQ,Cumulus Media Inc. (CMLS)
3591,CMRX,Chimerix Inc.,NASDAQ,Chimerix Inc. (CMRX)
3592,CMSB,Cms Bancorp,NASDAQ,Cms Bancorp (CMSB)
3593,CMTL,Comtech Telecommunications,NASDAQ,Comtech Telecommunications (CMTL)
3594,CNAT,Conatus Pharmaceuticals Inc.,NASDAQ,Conatus Pharmaceuticals Inc. (CNAT)
3595,CNBC,Center Bancorp,NASDAQ,Center Bancorp (CNBC)
3596,CNBKA,Century Bancorp,NASDAQ,Century Bancorp (CNBKA)
3597,CNDO,Coronado Biosciences,NASDAQ,Coronado Biosciences (CNDO)
3598,CNET,Chinanet Online Holdings,NASDAQ,Chinanet Online Holdings (CNET)
